"Paikka_Id","Aika","Arvo","Syvyys"
3247,"2016-08-10T00:00:00","18.40","0.00"
3247,"2016-08-10T00:00:00","18.40","1.00"
3247,"2016-08-10T00:00:00","18.40","2.00"
3247,"2016-08-10T00:00:00","18.20","3.00"
3247,"2016-08-10T00:00:00","18.20","4.00"
3247,"2016-08-10T00:00:00","18.20","5.00"
3247,"2016-08-10T00:00:00","18.00","6.00"
3247,"2016-08-10T00:00:00","18.00","7.00"
3247,"2016-08-10T00:00:00","18.00","8.00"
3247,"2016-08-10T00:00:00","18.00","9.00"
3247,"2016-08-10T00:00:00","18.00","10.00"
3247,"2016-08-10T00:00:00","17.60","11.00"
3247,"2016-08-10T00:00:00","17.60","12.00"
3247,"2016-08-10T00:00:00","17.60","13.00"
3247,"2016-08-10T00:00:00","17.60","14.00"
3247,"2016-08-10T00:00:00","17.60","15.00"
3247,"2016-08-10T00:00:00","17.60","16.00"
3247,"2016-08-10T00:00:00","17.60","17.00"
3247,"2016-08-10T00:00:00","17.00","18.00"
3247,"2016-08-10T00:00:00","17.00","19.00"
3247,"2016-08-10T00:00:00","16.20","20.00"
3247,"2016-08-10T00:00:00","14.20","22.00"
3247,"2016-08-10T00:00:00","13.80","24.00"
3247,"2016-08-10T00:00:00","13.80","26.00"
3247,"2016-08-10T00:00:00","12.00","28.00"
3247,"2016-08-10T00:00:00","11.20","30.00"
3247,"2016-08-10T00:00:00","10.60","32.00"
3247,"2016-08-10T00:00:00","9.80","34.00"
3247,"2016-08-10T00:00:00","9.80","36.00"
3247,"2016-08-10T00:00:00","9.80","38.00"
3247,"2016-08-10T00:00:00","9.80","40.00"
3247,"2016-08-10T00:00:00","9.80","42.00"
3247,"2016-08-10T00:00:00","9.80","44.00"
3247,"2016-08-10T00:00:00","9.20","46.00"
3247,"2016-08-10T00:00:00","9.20","48.00"
3247,"2016-08-10T00:00:00","9.20","50.00"
3247,"2016-08-10T00:00:00","8.40","55.00"
3247,"2016-08-10T00:00:00","8.40","60.00"
3247,"2016-08-10T00:00:00","8.40","65.00"
3248,"2016-08-10T00:00:00","18.20","0.00"
3248,"2016-08-10T00:00:00","18.20","1.00"
3248,"2016-08-10T00:00:00","18.20","2.00"
3248,"2016-08-10T00:00:00","18.20","3.00"
3248,"2016-08-10T00:00:00","18.20","4.00"
3248,"2016-08-10T00:00:00","18.10","5.00"
3248,"2016-08-10T00:00:00","18.10","6.00"
3248,"2016-08-10T00:00:00","18.10","7.00"
3248,"2016-08-10T00:00:00","18.10","8.00"
3248,"2016-08-10T00:00:00","18.10","9.00"
3248,"2016-08-10T00:00:00","17.80","10.00"
3248,"2016-08-10T00:00:00","17.80","11.00"
3248,"2016-08-10T00:00:00","17.80","12.00"
3248,"2016-08-10T00:00:00","17.80","13.00"
3248,"2016-08-10T00:00:00","17.80","14.00"
3248,"2016-08-10T00:00:00","17.70","15.00"
3248,"2016-08-10T00:00:00","17.70","16.00"
3248,"2016-08-10T00:00:00","17.70","17.00"
3248,"2016-08-10T00:00:00","17.70","18.00"
3248,"2016-08-10T00:00:00","17.70","19.00"
3248,"2016-08-10T00:00:00","17.70","20.00"
3248,"2016-08-10T00:00:00","15.20","22.00"
3248,"2016-08-10T00:00:00","14.10","24.00"
3248,"2016-08-10T00:00:00","13.00","26.00"
3248,"2016-08-10T00:00:00","11.40","28.00"
3248,"2016-08-10T00:00:00","10.80","30.00"
3248,"2016-08-10T00:00:00","10.20","32.00"
3248,"2016-08-10T00:00:00","10.20","34.00"
3248,"2016-08-10T00:00:00","10.20","36.00"
3248,"2016-08-10T00:00:00","9.20","38.00"
3251,"2016-08-10T00:00:00","18.90","0.00"
3251,"2016-08-10T00:00:00","18.90","1.00"
3251,"2016-08-10T00:00:00","18.90","2.00"
3251,"2016-08-10T00:00:00","18.90","3.00"
3251,"2016-08-10T00:00:00","18.90","4.00"
3251,"2016-08-10T00:00:00","18.90","5.00"
3251,"2016-08-10T00:00:00","18.90","6.00"
3251,"2016-08-10T00:00:00","18.90","7.00"
3251,"2016-08-10T00:00:00","18.90","8.00"
3251,"2016-08-10T00:00:00","18.90","9.00"
3251,"2016-08-10T00:00:00","18.90","10.00"
3251,"2016-08-10T00:00:00","18.90","11.00"
3251,"2016-08-10T00:00:00","18.90","12.00"
3251,"2016-08-10T00:00:00","18.90","13.00"
3251,"2016-08-10T00:00:00","18.80","14.00"
3251,"2016-08-10T00:00:00","18.80","15.00"
3251,"2016-08-10T00:00:00","18.80","16.00"
3251,"2016-08-10T00:00:00","18.80","17.00"
3251,"2016-08-10T00:00:00","18.80","18.00"
3251,"2016-08-10T00:00:00","18.70","19.00"
3251,"2016-08-10T00:00:00","18.70","20.00"
3254,"2016-08-10T00:00:00","15.10","0.00"
3254,"2016-08-10T00:00:00","15.10","1.00"
3254,"2016-08-10T00:00:00","15.10","2.00"
3254,"2016-08-10T00:00:00","15.10","3.00"
3254,"2016-08-10T00:00:00","15.00","4.00"
3254,"2016-08-10T00:00:00","15.00","5.00"
3254,"2016-08-10T00:00:00","15.00","6.00"
3254,"2016-08-10T00:00:00","14.90","7.00"
3254,"2016-08-10T00:00:00","14.80","8.00"
3254,"2016-08-10T00:00:00","14.80","9.00"
3254,"2016-08-10T00:00:00","14.70","10.00"
3254,"2016-08-10T00:00:00","14.10","11.00"
3254,"2016-08-10T00:00:00","13.60","12.00"
3254,"2016-08-10T00:00:00","13.10","13.00"
3254,"2016-08-10T00:00:00","12.00","14.00"
3254,"2016-08-10T00:00:00","11.40","15.00"
3254,"2016-08-10T00:00:00","11.00","16.00"
3254,"2016-08-10T00:00:00","10.40","17.00"
3254,"2016-08-10T00:00:00","10.10","18.00"
3254,"2016-08-10T00:00:00","10.00","19.00"
3254,"2016-08-10T00:00:00","9.80","20.00"
3254,"2016-08-10T00:00:00","7.60","22.00"
3254,"2016-08-10T00:00:00","6.40","24.00"
3254,"2016-08-10T00:00:00","6.10","26.00"
3254,"2016-08-10T00:00:00","5.90","28.00"
3254,"2016-08-10T00:00:00","5.80","30.00"
3254,"2016-08-10T00:00:00","5.80","32.00"
3254,"2016-08-10T00:00:00","5.80","34.00"
3254,"2016-08-10T00:00:00","5.70","36.00"
3254,"2016-08-10T00:00:00","5.70","38.00"
3254,"2016-08-10T00:00:00","5.70","40.00"
3254,"2016-08-10T00:00:00","5.70","42.00"
3245,"2016-08-11T00:00:00","18.40","0.00"
3245,"2016-08-11T00:00:00","18.40","1.00"
3245,"2016-08-11T00:00:00","18.40","2.00"
3245,"2016-08-11T00:00:00","18.40","3.00"
3245,"2016-08-11T00:00:00","18.40","4.00"
3245,"2016-08-11T00:00:00","18.40","5.00"
3245,"2016-08-11T00:00:00","18.40","6.00"
3245,"2016-08-11T00:00:00","18.40","7.00"
3245,"2016-08-11T00:00:00","18.30","8.00"
3245,"2016-08-11T00:00:00","18.30","9.00"
3245,"2016-08-11T00:00:00","18.20","10.00"
3245,"2016-08-11T00:00:00","18.00","11.00"
3245,"2016-08-11T00:00:00","17.90","12.00"
3245,"2016-08-11T00:00:00","17.80","13.00"
3245,"2016-08-11T00:00:00","17.70","14.00"
3245,"2016-08-11T00:00:00","14.90","15.00"
3245,"2016-08-11T00:00:00","13.90","16.00"
3245,"2016-08-11T00:00:00","13.10","17.00"
3245,"2016-08-11T00:00:00","12.60","18.00"
3245,"2016-08-11T00:00:00","12.00","19.00"
3245,"2016-08-11T00:00:00","11.60","20.00"
3245,"2016-08-11T00:00:00","11.40","22.00"
3245,"2016-08-11T00:00:00","10.90","24.00"
3245,"2016-08-11T00:00:00","10.50","26.00"
3245,"2016-08-11T00:00:00","10.20","28.00"
3245,"2016-08-11T00:00:00","10.00","30.00"
3245,"2016-08-11T00:00:00","9.80","32.00"
3245,"2016-08-11T00:00:00","9.70","34.00"
3245,"2016-08-11T00:00:00","9.60","36.00"
3245,"2016-08-11T00:00:00","9.50","38.00"
3245,"2016-08-11T00:00:00","9.50","40.00"
3245,"2016-08-11T00:00:00","9.40","42.00"
3245,"2016-08-11T00:00:00","9.30","44.00"
3245,"2016-08-11T00:00:00","9.10","45.00"
3246,"2016-08-11T00:00:00","19.10","0.00"
3246,"2016-08-11T00:00:00","19.10","1.00"
3246,"2016-08-11T00:00:00","19.10","2.00"
3246,"2016-08-11T00:00:00","19.10","3.00"
3246,"2016-08-11T00:00:00","19.10","4.00"
3246,"2016-08-11T00:00:00","19.10","5.00"
3246,"2016-08-11T00:00:00","19.10","6.00"
3246,"2016-08-11T00:00:00","19.10","7.00"
3246,"2016-08-11T00:00:00","19.10","8.00"
3246,"2016-08-11T00:00:00","19.00","9.00"
3246,"2016-08-11T00:00:00","18.20","10.00"
3246,"2016-08-11T00:00:00","16.20","11.00"
3246,"2016-08-11T00:00:00","13.20","12.00"
3246,"2016-08-11T00:00:00","12.30","13.00"
3246,"2016-08-11T00:00:00","11.90","14.00"
3246,"2016-08-11T00:00:00","11.60","15.00"
3246,"2016-08-11T00:00:00","11.30","16.00"
3246,"2016-08-11T00:00:00","11.10","17.00"
3246,"2016-08-11T00:00:00","10.70","18.00"
3246,"2016-08-11T00:00:00","10.40","19.00"
3246,"2016-08-11T00:00:00","10.30","20.00"
3246,"2016-08-11T00:00:00","9.80","22.00"
3246,"2016-08-11T00:00:00","9.70","24.00"
3246,"2016-08-11T00:00:00","9.60","26.00"
3246,"2016-08-11T00:00:00","9.50","28.00"
3246,"2016-08-11T00:00:00","9.50","30.00"
3246,"2016-08-11T00:00:00","9.40","32.00"
3246,"2016-08-11T00:00:00","9.40","34.00"
3246,"2016-08-11T00:00:00","9.30","36.00"
3246,"2016-08-11T00:00:00","9.30","38.00"
3246,"2016-08-11T00:00:00","9.30","40.00"
3246,"2016-08-11T00:00:00","9.30","42.00"
3246,"2016-08-11T00:00:00","9.30","42.50"
3246,"2016-08-11T00:00:00","9.10","43.00"
3253,"2016-08-11T00:00:00","18.30","0.00"
3253,"2016-08-11T00:00:00","18.30","1.00"
3253,"2016-08-11T00:00:00","18.30","2.00"
3253,"2016-08-11T00:00:00","18.30","3.00"
3253,"2016-08-11T00:00:00","18.30","4.00"
3253,"2016-08-11T00:00:00","18.30","5.00"
3253,"2016-08-11T00:00:00","18.00","6.00"
3253,"2016-08-11T00:00:00","17.80","7.00"
3253,"2016-08-11T00:00:00","17.60","8.00"
3253,"2016-08-11T00:00:00","16.00","9.00"
3253,"2016-08-11T00:00:00","14.60","10.00"
3253,"2016-08-11T00:00:00","13.80","11.00"
3253,"2016-08-11T00:00:00","13.10","12.00"
3253,"2016-08-11T00:00:00","12.60","12.50"
3253,"2016-08-11T00:00:00","11.70","13.00"
3245,"2016-08-20T00:00:00","17.20","0.00"
3245,"2016-08-20T00:00:00","17.20","1.00"
3245,"2016-08-20T00:00:00","17.20","2.00"
3245,"2016-08-20T00:00:00","17.20","3.00"
3245,"2016-08-20T00:00:00","17.20","4.00"
3245,"2016-08-20T00:00:00","17.20","5.00"
3245,"2016-08-20T00:00:00","17.20","6.00"
3245,"2016-08-20T00:00:00","17.20","7.00"
3245,"2016-08-20T00:00:00","17.10","8.00"
3245,"2016-08-20T00:00:00","17.10","9.00"
3245,"2016-08-20T00:00:00","17.10","10.00"
3245,"2016-08-20T00:00:00","17.00","11.00"
3245,"2016-08-20T00:00:00","17.00","12.00"
3245,"2016-08-20T00:00:00","17.00","13.00"
3245,"2016-08-20T00:00:00","17.00","14.00"
3245,"2016-08-20T00:00:00","16.90","15.00"
3245,"2016-08-20T00:00:00","14.90","16.00"
3245,"2016-08-20T00:00:00","13.20","17.00"
3245,"2016-08-20T00:00:00","12.80","18.00"
3245,"2016-08-20T00:00:00","12.20","19.00"
3245,"2016-08-20T00:00:00","11.90","20.00"
3245,"2016-08-20T00:00:00","11.60","22.00"
3245,"2016-08-20T00:00:00","10.90","24.00"
3245,"2016-08-20T00:00:00","10.40","26.00"
3245,"2016-08-20T00:00:00","10.30","28.00"
3245,"2016-08-20T00:00:00","10.00","30.00"
3245,"2016-08-20T00:00:00","9.70","32.00"
3245,"2016-08-20T00:00:00","9.60","34.00"
3245,"2016-08-20T00:00:00","9.50","36.00"
3245,"2016-08-20T00:00:00","9.50","38.00"
3245,"2016-08-20T00:00:00","9.50","40.00"
3245,"2016-08-20T00:00:00","9.40","42.00"
3245,"2016-08-20T00:00:00","9.40","44.00"
3245,"2016-08-20T00:00:00","9.20","45.00"
3247,"2016-08-20T00:00:00","16.20","0.00"
3247,"2016-08-20T00:00:00","16.20","1.00"
3247,"2016-08-20T00:00:00","16.20","2.00"
3247,"2016-08-20T00:00:00","15.20","3.00"
3247,"2016-08-20T00:00:00","15.20","4.00"
3247,"2016-08-20T00:00:00","15.20","5.00"
3247,"2016-08-20T00:00:00","15.20","6.00"
3247,"2016-08-20T00:00:00","15.20","7.00"
3247,"2016-08-20T00:00:00","15.20","8.00"
3247,"2016-08-20T00:00:00","14.00","9.00"
3247,"2016-08-20T00:00:00","14.00","10.00"
3247,"2016-08-20T00:00:00","13.40","11.00"
3247,"2016-08-20T00:00:00","13.40","12.00"
3247,"2016-08-20T00:00:00","13.40","13.00"
3247,"2016-08-20T00:00:00","13.40","14.00"
3247,"2016-08-20T00:00:00","13.40","15.00"
3247,"2016-08-20T00:00:00","13.40","16.00"
3247,"2016-08-20T00:00:00","13.20","17.00"
3247,"2016-08-20T00:00:00","13.20","18.00"
3247,"2016-08-20T00:00:00","13.20","19.00"
3247,"2016-08-20T00:00:00","13.20","20.00"
3247,"2016-08-20T00:00:00","13.00","22.00"
3247,"2016-08-20T00:00:00","13.00","24.00"
