"Paikka_Id","Aika","Arvo"
1667,"1958-07-14T00:00:00","18.2"
1670,"1958-07-14T00:00:00","15.0"
1672,"1958-07-14T00:00:00","15.5"
1677,"1958-07-14T00:00:00","16.6"
1678,"1958-07-14T00:00:00","17.3"
1716,"1958-07-14T00:00:00","13.3"
1667,"1958-07-15T00:00:00","18.0"
1670,"1958-07-15T00:00:00","15.0"
1672,"1958-07-15T00:00:00","15.2"
1677,"1958-07-15T00:00:00","16.8"
1678,"1958-07-15T00:00:00","17.4"
1716,"1958-07-15T00:00:00","13.1"
1667,"1958-07-16T00:00:00","17.6"
1670,"1958-07-16T00:00:00","15.5"
1672,"1958-07-16T00:00:00","15.5"
1677,"1958-07-16T00:00:00","16.7"
1678,"1958-07-16T00:00:00","16.9"
1716,"1958-07-16T00:00:00","13.0"
1667,"1958-07-17T00:00:00","17.8"
1670,"1958-07-17T00:00:00","15.5"
1672,"1958-07-17T00:00:00","15.5"
1677,"1958-07-17T00:00:00","16.7"
1678,"1958-07-17T00:00:00","16.9"
1716,"1958-07-17T00:00:00","14.3"
1667,"1958-07-18T00:00:00","17.5"
1670,"1958-07-18T00:00:00","16.0"
1672,"1958-07-18T00:00:00","16.0"
1677,"1958-07-18T00:00:00","17.0"
1678,"1958-07-18T00:00:00","17.5"
1716,"1958-07-18T00:00:00","14.3"
1667,"1958-07-19T00:00:00","17.3"
1670,"1958-07-19T00:00:00","15.5"
1672,"1958-07-19T00:00:00","15.0"
1677,"1958-07-19T00:00:00","17.0"
1678,"1958-07-19T00:00:00","17.2"
1716,"1958-07-19T00:00:00","13.9"
1667,"1958-07-20T00:00:00","16.8"
1670,"1958-07-20T00:00:00","15.0"
1672,"1958-07-20T00:00:00","14.0"
1677,"1958-07-20T00:00:00","16.4"
1678,"1958-07-20T00:00:00","16.4"
1667,"1958-07-21T00:00:00","16.6"
1670,"1958-07-21T00:00:00","14.5"
1672,"1958-07-21T00:00:00","13.5"
1677,"1958-07-21T00:00:00","16.7"
1678,"1958-07-21T00:00:00","15.3"
1716,"1958-07-21T00:00:00","12.4"
1667,"1958-07-22T00:00:00","16.5"
1670,"1958-07-22T00:00:00","15.0"
1672,"1958-07-22T00:00:00","14.0"
1677,"1958-07-22T00:00:00","16.0"
1678,"1958-07-22T00:00:00","15.9"
1716,"1958-07-22T00:00:00","12.0"
1667,"1958-07-23T00:00:00","16.3"
1670,"1958-07-23T00:00:00","15.0"
1672,"1958-07-23T00:00:00","14.5"
1677,"1958-07-23T00:00:00","15.2"
1678,"1958-07-23T00:00:00","15.9"
1716,"1958-07-23T00:00:00","11.8"
1667,"1958-07-24T00:00:00","16.1"
1670,"1958-07-24T00:00:00","15.0"
1672,"1958-07-24T00:00:00","14.5"
1677,"1958-07-24T00:00:00","15.6"
1678,"1958-07-24T00:00:00","16.0"
1716,"1958-07-24T00:00:00","12.0"
