"Paikka_Id","Aika","Arvo"
1658,"2009-10-12T00:00:00","6.9"
1660,"2009-10-12T00:00:00","5.1"
1661,"2009-10-12T00:00:00","8.6"
1664,"2009-10-12T00:00:00","6.2"
1667,"2009-10-12T00:00:00","8.9"
1672,"2009-10-12T00:00:00","4.7"
1673,"2009-10-12T00:00:00","4.9"
1674,"2009-10-12T00:00:00","5.1"
1685,"2009-10-12T00:00:00","5.6"
1694,"2009-10-12T00:00:00","4.6"
1696,"2009-10-12T00:00:00","4.7"
1699,"2009-10-12T00:00:00","3.6"
1700,"2009-10-12T00:00:00","2.5"
1705,"2009-10-12T00:00:00","1.4"
1708,"2009-10-12T00:00:00","3.5"
1716,"2009-10-12T00:00:00","0.0"
1717,"2009-10-12T00:00:00","1.3"
1720,"2009-10-12T00:00:00","3.5"
2600,"2009-10-12T00:00:00","4.2"
2601,"2009-10-12T00:00:00","6.1"
2602,"2009-10-12T00:00:00","9.0"
2603,"2009-10-12T00:00:00","4.7"
2604,"2009-10-12T00:00:00","8.4"
2605,"2009-10-12T00:00:00","7.0"
2606,"2009-10-12T00:00:00","5.1"
2608,"2009-10-12T00:00:00","0.1"
2609,"2009-10-12T00:00:00","1.3"
2648,"2009-10-12T00:00:00","4.6"
3081,"2009-10-12T00:00:00","8.6"
3094,"2009-10-12T00:00:00","8.2"
3485,"2009-10-12T00:00:00","7.4"
1658,"2009-10-13T00:00:00","6.4"
1660,"2009-10-13T00:00:00","4.4"
1661,"2009-10-13T00:00:00","7.0"
1664,"2009-10-13T00:00:00","5.5"
1667,"2009-10-13T00:00:00","8.1"
1672,"2009-10-13T00:00:00","3.8"
1673,"2009-10-13T00:00:00","4.5"
1674,"2009-10-13T00:00:00","4.7"
1685,"2009-10-13T00:00:00","4.7"
1694,"2009-10-13T00:00:00","4.6"
1696,"2009-10-13T00:00:00","4.0"
1699,"2009-10-13T00:00:00","4.0"
1700,"2009-10-13T00:00:00","2.1"
1705,"2009-10-13T00:00:00","1.4"
1708,"2009-10-13T00:00:00","3.0"
1717,"2009-10-13T00:00:00","1.1"
