"Paikka_Id","Aika","Arvo","Syvyys"
3254,"1993-12-10T00:00:00","1.25","38.00"
3254,"1993-12-10T00:00:00","1.40","40.00"
3254,"1993-12-10T00:00:00","1.60","42.00"
3245,"1993-12-11T00:00:00","0.15","1.00"
3245,"1993-12-11T00:00:00","0.15","2.00"
3245,"1993-12-11T00:00:00","0.16","3.00"
3245,"1993-12-11T00:00:00","0.18","4.00"
3245,"1993-12-11T00:00:00","0.20","5.00"
3245,"1993-12-11T00:00:00","0.21","6.00"
3245,"1993-12-11T00:00:00","0.24","7.00"
3245,"1993-12-11T00:00:00","0.27","8.00"
3245,"1993-12-11T00:00:00","0.28","9.00"
3245,"1993-12-11T00:00:00","0.30","10.00"
3245,"1993-12-11T00:00:00","0.31","11.00"
3245,"1993-12-11T00:00:00","0.38","12.00"
3245,"1993-12-11T00:00:00","0.48","13.00"
3245,"1993-12-11T00:00:00","0.60","14.00"
3245,"1993-12-11T00:00:00","0.90","15.00"
3245,"1993-12-11T00:00:00","0.99","16.00"
3245,"1993-12-11T00:00:00","1.20","17.00"
3245,"1993-12-11T00:00:00","1.23","18.00"
3245,"1993-12-11T00:00:00","1.28","19.00"
3245,"1993-12-11T00:00:00","1.32","20.00"
3245,"1993-12-11T00:00:00","1.37","22.00"
3245,"1993-12-11T00:00:00","1.46","24.00"
3245,"1993-12-11T00:00:00","1.52","26.00"
3245,"1993-12-11T00:00:00","1.53","28.00"
3245,"1993-12-11T00:00:00","1.56","30.00"
3245,"1993-12-11T00:00:00","1.56","32.00"
3245,"1993-12-11T00:00:00","1.60","34.00"
3245,"1993-12-11T00:00:00","1.62","36.00"
3245,"1993-12-11T00:00:00","1.63","38.00"
3245,"1993-12-11T00:00:00","1.64","40.00"
3245,"1993-12-11T00:00:00","1.66","42.00"
3245,"1993-12-11T00:00:00","1.72","44.00"
3245,"1993-12-11T00:00:00","1.88","46.00"
3252,"1993-12-11T00:00:00","0.14","0.00"
3252,"1993-12-11T00:00:00","0.19","1.00"
3252,"1993-12-11T00:00:00","0.23","2.00"
3252,"1993-12-11T00:00:00","0.26","3.00"
3252,"1993-12-11T00:00:00","0.33","4.00"
3252,"1993-12-11T00:00:00","0.35","5.00"
3252,"1993-12-11T00:00:00","0.41","6.00"
3252,"1993-12-11T00:00:00","0.54","7.00"
3252,"1993-12-11T00:00:00","0.69","8.00"
3252,"1993-12-11T00:00:00","0.90","9.00"
3252,"1993-12-11T00:00:00","1.12","10.00"
3252,"1993-12-11T00:00:00","1.30","11.00"
3252,"1993-12-11T00:00:00","1.60","12.00"
3252,"1993-12-11T00:00:00","1.90","13.00"
3252,"1993-12-11T00:00:00","2.08","14.00"
3252,"1993-12-11T00:00:00","2.23","15.00"
3252,"1993-12-11T00:00:00","2.30","16.00"
3252,"1993-12-11T00:00:00","2.33","17.00"
3252,"1993-12-11T00:00:00","2.38","18.00"
3252,"1993-12-11T00:00:00","2.43","19.00"
3252,"1993-12-11T00:00:00","2.48","20.00"
3252,"1993-12-11T00:00:00","2.60","22.00"
3252,"1993-12-11T00:00:00","2.65","24.00"
3252,"1993-12-11T00:00:00","2.70","26.00"
3252,"1993-12-11T00:00:00","2.74","28.00"
3252,"1993-12-11T00:00:00","2.72","30.00"
3251,"1993-12-19T00:00:00","0.63","0.00"
3251,"1993-12-19T00:00:00","0.65","1.00"
3251,"1993-12-19T00:00:00","0.70","2.00"
3251,"1993-12-19T00:00:00","0.75","3.00"
3251,"1993-12-19T00:00:00","0.82","4.00"
3251,"1993-12-19T00:00:00","1.05","5.00"
3251,"1993-12-19T00:00:00","1.47","6.00"
3251,"1993-12-19T00:00:00","1.61","7.00"
3251,"1993-12-19T00:00:00","1.88","8.00"
3251,"1993-12-19T00:00:00","2.01","9.00"
3251,"1993-12-19T00:00:00","2.06","10.00"
3251,"1993-12-19T00:00:00","2.17","11.00"
3251,"1993-12-19T00:00:00","2.26","12.00"
3251,"1993-12-19T00:00:00","2.35","13.00"
3251,"1993-12-19T00:00:00","2.51","14.00"
3251,"1993-12-19T00:00:00","2.76","15.00"
3251,"1993-12-19T00:00:00","2.83","16.00"
3251,"1993-12-19T00:00:00","2.84","17.00"
3251,"1993-12-19T00:00:00","2.85","18.00"
3251,"1993-12-19T00:00:00","2.87","19.00"
3251,"1993-12-19T00:00:00","3.01","20.00"
3245,"1993-12-20T00:00:00","0.19","1.00"
3245,"1993-12-20T00:00:00","0.22","2.00"
3245,"1993-12-20T00:00:00","0.25","3.00"
3245,"1993-12-20T00:00:00","0.26","4.00"
3245,"1993-12-20T00:00:00","0.30","5.00"
3245,"1993-12-20T00:00:00","0.34","6.00"
3245,"1993-12-20T00:00:00","0.37","7.00"
3245,"1993-12-20T00:00:00","0.40","8.00"
3245,"1993-12-20T00:00:00","0.46","9.00"
3245,"1993-12-20T00:00:00","0.50","10.00"
3245,"1993-12-20T00:00:00","0.54","11.00"
3245,"1993-12-20T00:00:00","0.65","12.00"
3245,"1993-12-20T00:00:00","0.71","13.00"
3245,"1993-12-20T00:00:00","0.76","14.00"
3245,"1993-12-20T00:00:00","0.87","15.00"
3245,"1993-12-20T00:00:00","0.96","16.00"
3245,"1993-12-20T00:00:00","1.15","17.00"
3245,"1993-12-20T00:00:00","1.22","18.00"
3245,"1993-12-20T00:00:00","1.35","19.00"
3245,"1993-12-20T00:00:00","1.41","20.00"
3245,"1993-12-20T00:00:00","1.40","22.00"
3245,"1993-12-20T00:00:00","1.53","24.00"
3245,"1993-12-20T00:00:00","1.62","26.00"
3245,"1993-12-20T00:00:00","1.69","28.00"
3245,"1993-12-20T00:00:00","1.71","30.00"
3245,"1993-12-20T00:00:00","1.74","32.00"
3245,"1993-12-20T00:00:00","1.77","34.00"
3245,"1993-12-20T00:00:00","1.84","36.00"
3245,"1993-12-20T00:00:00","1.93","38.00"
3245,"1993-12-20T00:00:00","2.04","40.00"
3245,"1993-12-20T00:00:00","2.15","42.00"
3245,"1993-12-20T00:00:00","2.30","44.00"
3245,"1993-12-20T00:00:00","2.42","46.00"
3253,"1993-12-20T00:00:00","0.17","0.00"
3253,"1993-12-20T00:00:00","0.84","1.00"
3253,"1993-12-20T00:00:00","1.36","2.00"
3253,"1993-12-20T00:00:00","1.58","3.00"
3253,"1993-12-20T00:00:00","1.81","4.00"
3253,"1993-12-20T00:00:00","1.97","5.00"
3253,"1993-12-20T00:00:00","2.07","6.00"
3253,"1993-12-20T00:00:00","2.11","7.00"
3253,"1993-12-20T00:00:00","2.24","8.00"
3253,"1993-12-20T00:00:00","2.33","9.00"
3253,"1993-12-20T00:00:00","2.60","10.00"
3253,"1993-12-20T00:00:00","3.02","11.00"
3253,"1993-12-20T00:00:00","3.28","12.00"
3254,"1993-12-20T00:00:00","0.20","0.00"
3254,"1993-12-20T00:00:00","0.13","1.00"
3254,"1993-12-20T00:00:00","0.14","2.00"
3254,"1993-12-20T00:00:00","0.15","3.00"
3254,"1993-12-20T00:00:00","0.19","4.00"
3254,"1993-12-20T00:00:00","0.20","5.00"
3254,"1993-12-20T00:00:00","0.23","6.00"
3254,"1993-12-20T00:00:00","0.25","7.00"
3254,"1993-12-20T00:00:00","0.28","8.00"
3254,"1993-12-20T00:00:00","0.30","9.00"
3254,"1993-12-20T00:00:00","0.32","10.00"
3254,"1993-12-20T00:00:00","0.35","11.00"
3254,"1993-12-20T00:00:00","0.37","12.00"
3254,"1993-12-20T00:00:00","0.40","13.00"
3254,"1993-12-20T00:00:00","0.48","14.00"
3254,"1993-12-20T00:00:00","0.59","15.00"
3254,"1993-12-20T00:00:00","0.72","16.00"
3254,"1993-12-20T00:00:00","0.78","17.00"
3254,"1993-12-20T00:00:00","0.83","18.00"
3254,"1993-12-20T00:00:00","0.89","19.00"
3254,"1993-12-20T00:00:00","0.91","20.00"
3254,"1993-12-20T00:00:00","0.94","22.00"
3254,"1993-12-20T00:00:00","0.96","24.00"
3254,"1993-12-20T00:00:00","0.98","26.00"
3254,"1993-12-20T00:00:00","1.01","28.00"
3254,"1993-12-20T00:00:00","1.06","30.00"
3254,"1993-12-20T00:00:00","1.11","32.00"
3254,"1993-12-20T00:00:00","1.16","34.00"
3254,"1993-12-20T00:00:00","1.23","36.00"
3254,"1993-12-20T00:00:00","1.32","38.00"
3254,"1993-12-20T00:00:00","1.47","40.00"
3254,"1993-12-20T00:00:00","1.72","42.00"
3254,"1993-12-20T00:00:00","2.16","44.00"
3249,"1993-12-21T00:00:00","0.00","0.00"
3249,"1993-12-21T00:00:00","0.41","1.00"
3249,"1993-12-21T00:00:00","0.50","2.00"
3249,"1993-12-21T00:00:00","0.58","3.00"
3249,"1993-12-21T00:00:00","0.70","4.00"
3249,"1993-12-21T00:00:00","0.78","5.00"
3249,"1993-12-21T00:00:00","0.89","6.00"
3249,"1993-12-21T00:00:00","0.98","7.00"
3249,"1993-12-21T00:00:00","0.98","8.00"
3249,"1993-12-21T00:00:00","1.08","9.00"
3249,"1993-12-21T00:00:00","1.16","10.00"
3249,"1993-12-21T00:00:00","1.22","11.00"
3249,"1993-12-21T00:00:00","1.27","12.00"
3249,"1993-12-21T00:00:00","1.30","13.00"
3249,"1993-12-21T00:00:00","1.33","14.00"
3249,"1993-12-21T00:00:00","1.35","15.00"
3249,"1993-12-21T00:00:00","1.38","16.00"
3249,"1993-12-21T00:00:00","1.39","17.00"
3249,"1993-12-21T00:00:00","1.41","18.00"
3249,"1993-12-21T00:00:00","1.41","19.00"
3249,"1993-12-21T00:00:00","1.42","20.00"
3249,"1993-12-21T00:00:00","1.43","22.00"
3249,"1993-12-21T00:00:00","1.44","24.00"
3249,"1993-12-21T00:00:00","1.46","26.00"
3249,"1993-12-21T00:00:00","1.48","28.00"
3249,"1993-12-21T00:00:00","1.49","30.00"
3249,"1993-12-21T00:00:00","1.50","32.00"
3249,"1993-12-21T00:00:00","1.52","34.00"
3249,"1993-12-21T00:00:00","1.54","36.00"
3249,"1993-12-21T00:00:00","1.55","38.00"
3249,"1993-12-21T00:00:00","1.58","40.00"
3249,"1993-12-21T00:00:00","1.60","42.00"
3249,"1993-12-21T00:00:00","1.63","44.00"
3249,"1993-12-21T00:00:00","1.68","46.00"
3249,"1993-12-21T00:00:00","1.71","48.00"
3249,"1993-12-21T00:00:00","1.91","50.00"
3252,"1993-12-21T00:00:00","0.06","0.00"
3252,"1993-12-21T00:00:00","0.13","1.00"
3252,"1993-12-21T00:00:00","0.18","2.00"
3252,"1993-12-21T00:00:00","0.21","3.00"
3252,"1993-12-21T00:00:00","0.30","4.00"
3252,"1993-12-21T00:00:00","0.35","5.00"
3252,"1993-12-21T00:00:00","0.37","6.00"
3252,"1993-12-21T00:00:00","0.40","7.00"
3252,"1993-12-21T00:00:00","0.45","8.00"
3252,"1993-12-21T00:00:00","0.55","9.00"
3252,"1993-12-21T00:00:00","0.80","10.00"
3252,"1993-12-21T00:00:00","0.89","11.00"
3252,"1993-12-21T00:00:00","1.24","12.00"
3252,"1993-12-21T00:00:00","1.46","13.00"
3252,"1993-12-21T00:00:00","1.63","14.00"
3252,"1993-12-21T00:00:00","1.65","15.00"
3252,"1993-12-21T00:00:00","1.70","16.00"
3252,"1993-12-21T00:00:00","1.73","17.00"
3252,"1993-12-21T00:00:00","1.75","18.00"
3252,"1993-12-21T00:00:00","1.80","19.00"
3252,"1993-12-21T00:00:00","1.85","20.00"
3252,"1993-12-21T00:00:00","2.12","22.00"
3252,"1993-12-21T00:00:00","2.36","24.00"
3252,"1993-12-21T00:00:00","2.40","26.00"
3252,"1993-12-21T00:00:00","2.43","28.00"
3252,"1993-12-21T00:00:00","2.70","30.00"
3252,"1993-12-30T00:00:00","0.40","0.00"
3252,"1993-12-30T00:00:00","0.52","1.00"
3252,"1993-12-30T00:00:00","0.61","2.00"
3252,"1993-12-30T00:00:00","0.69","3.00"
3252,"1993-12-30T00:00:00","0.78","4.00"
3252,"1993-12-30T00:00:00","0.89","5.00"
3252,"1993-12-30T00:00:00","1.05","6.00"
3252,"1993-12-30T00:00:00","1.24","7.00"
3252,"1993-12-30T00:00:00","1.45","8.00"
3252,"1993-12-30T00:00:00","1.62","9.00"
3252,"1993-12-30T00:00:00","1.88","10.00"
3252,"1993-12-30T00:00:00","2.22","11.00"
3252,"1993-12-30T00:00:00","2.44","12.00"
3252,"1993-12-30T00:00:00","2.54","13.00"
3252,"1993-12-30T00:00:00","2.64","14.00"
3252,"1993-12-30T00:00:00","2.72","15.00"
3252,"1993-12-30T00:00:00","2.79","16.00"
3252,"1993-12-30T00:00:00","2.85","17.00"
3252,"1993-12-30T00:00:00","2.91","18.00"
3252,"1993-12-30T00:00:00","2.99","19.00"
3252,"1993-12-30T00:00:00","3.05","20.00"
3252,"1993-12-30T00:00:00","3.15","22.00"
3252,"1993-12-30T00:00:00","3.24","24.00"
3252,"1993-12-30T00:00:00","3.28","26.00"
3252,"1993-12-30T00:00:00","3.30","28.00"
3252,"1993-12-30T00:00:00","3.30","30.00"
3253,"1993-12-30T00:00:00","0.20","0.00"
3253,"1993-12-30T00:00:00","0.87","1.00"
3253,"1993-12-30T00:00:00","1.42","2.00"
3253,"1993-12-30T00:00:00","1.50","3.00"
3253,"1993-12-30T00:00:00","1.78","4.00"
3253,"1993-12-30T00:00:00","2.02","5.00"
3253,"1993-12-30T00:00:00","2.10","6.00"
3253,"1993-12-30T00:00:00","2.12","7.00"
3253,"1993-12-30T00:00:00","2.23","8.00"
3253,"1993-12-30T00:00:00","2.31","9.00"
3253,"1993-12-30T00:00:00","2.70","10.00"
3253,"1993-12-30T00:00:00","2.98","11.00"
3253,"1993-12-30T00:00:00","3.25","12.00"
3251,"1994-01-01T00:00:00","0.56","0.00"
3251,"1994-01-01T00:00:00","0.64","1.00"
3251,"1994-01-01T00:00:00","0.73","2.00"
3251,"1994-01-01T00:00:00","0.84","3.00"
3251,"1994-01-01T00:00:00","1.04","4.00"
3251,"1994-01-01T00:00:00","1.64","5.00"
3251,"1994-01-01T00:00:00","1.90","6.00"
3251,"1994-01-01T00:00:00","2.01","7.00"
3251,"1994-01-01T00:00:00","2.04","8.00"
3251,"1994-01-01T00:00:00","2.13","9.00"
3251,"1994-01-01T00:00:00","2.17","10.00"
3251,"1994-01-01T00:00:00","2.44","11.00"
3251,"1994-01-01T00:00:00","2.47","12.00"
3251,"1994-01-01T00:00:00","2.51","13.00"
3251,"1994-01-01T00:00:00","2.53","14.00"
3251,"1994-01-01T00:00:00","2.57","15.00"
3251,"1994-01-01T00:00:00","2.61","16.00"
3251,"1994-01-01T00:00:00","2.67","17.00"
3251,"1994-01-01T00:00:00","2.71","18.00"
3251,"1994-01-01T00:00:00","2.77","19.00"
3251,"1994-01-01T00:00:00","2.98","20.00"
3245,"1994-01-02T00:00:00","0.15","1.00"
3245,"1994-01-02T00:00:00","0.21","2.00"
3245,"1994-01-02T00:00:00","0.26","3.00"
3245,"1994-01-02T00:00:00","0.28","4.00"
3245,"1994-01-02T00:00:00","0.32","5.00"
3245,"1994-01-02T00:00:00","0.35","6.00"
3245,"1994-01-02T00:00:00","0.39","7.00"
3245,"1994-01-02T00:00:00","0.45","8.00"
3245,"1994-01-02T00:00:00","0.53","9.00"
3245,"1994-01-02T00:00:00","0.61","10.00"
3245,"1994-01-02T00:00:00","0.67","11.00"
3245,"1994-01-02T00:00:00","0.78","12.00"
3245,"1994-01-02T00:00:00","0.84","13.00"
3245,"1994-01-02T00:00:00","0.90","14.00"
3245,"1994-01-02T00:00:00","0.97","15.00"
3245,"1994-01-02T00:00:00","1.07","16.00"
3245,"1994-01-02T00:00:00","1.15","17.00"
3245,"1994-01-02T00:00:00","1.23","18.00"
3245,"1994-01-02T00:00:00","1.31","19.00"
3245,"1994-01-02T00:00:00","1.37","20.00"
3245,"1994-01-02T00:00:00","1.45","22.00"
3245,"1994-01-02T00:00:00","1.53","24.00"
3245,"1994-01-02T00:00:00","1.58","26.00"
3245,"1994-01-02T00:00:00","1.67","28.00"
3245,"1994-01-02T00:00:00","1.72","30.00"
3245,"1994-01-02T00:00:00","1.79","32.00"
3245,"1994-01-02T00:00:00","1.85","34.00"
3245,"1994-01-02T00:00:00","1.96","36.00"
3245,"1994-01-02T00:00:00","2.03","38.00"
3245,"1994-01-02T00:00:00","2.17","40.00"
3245,"1994-01-02T00:00:00","2.36","42.00"
3245,"1994-01-02T00:00:00","2.53","44.00"
3245,"1994-01-02T00:00:00","2.71","46.00"
3249,"1994-01-03T00:00:00","0.04","0.00"
3249,"1994-01-03T00:00:00","0.36","1.00"
3249,"1994-01-03T00:00:00","0.54","2.00"
3249,"1994-01-03T00:00:00","0.63","3.00"
3249,"1994-01-03T00:00:00","0.72","4.00"
3249,"1994-01-03T00:00:00","0.79","5.00"
3249,"1994-01-03T00:00:00","0.84","6.00"
3249,"1994-01-03T00:00:00","1.00","7.00"
3249,"1994-01-03T00:00:00","1.12","8.00"
3249,"1994-01-03T00:00:00","1.24","9.00"
3249,"1994-01-03T00:00:00","1.33","10.00"
3249,"1994-01-03T00:00:00","1.39","11.00"
3249,"1994-01-03T00:00:00","1.44","12.00"
3249,"1994-01-03T00:00:00","1.46","13.00"
3249,"1994-01-03T00:00:00","1.49","14.00"
3249,"1994-01-03T00:00:00","1.51","15.00"
3249,"1994-01-03T00:00:00","1.53","16.00"
3249,"1994-01-03T00:00:00","1.56","17.00"
3249,"1994-01-03T00:00:00","1.57","18.00"
3249,"1994-01-03T00:00:00","1.58","19.00"
3249,"1994-01-03T00:00:00","1.58","20.00"
3249,"1994-01-03T00:00:00","1.59","22.00"
3249,"1994-01-03T00:00:00","1.60","24.00"
3249,"1994-01-03T00:00:00","1.62","26.00"
3249,"1994-01-03T00:00:00","1.63","28.00"
3249,"1994-01-03T00:00:00","1.64","30.00"
3249,"1994-01-03T00:00:00","1.66","32.00"
3249,"1994-01-03T00:00:00","1.67","34.00"
3249,"1994-01-03T00:00:00","1.67","36.00"
3249,"1994-01-03T00:00:00","1.68","38.00"
3249,"1994-01-03T00:00:00","1.70","40.00"
3249,"1994-01-03T00:00:00","1.72","42.00"
3249,"1994-01-03T00:00:00","1.74","44.00"
3249,"1994-01-03T00:00:00","1.76","46.00"
3249,"1994-01-03T00:00:00","1.80","48.00"
3249,"1994-01-03T00:00:00","1.88","50.00"
3245,"1994-01-09T00:00:00","0.00","0.00"
3245,"1994-01-09T00:00:00","0.58","1.00"
3245,"1994-01-09T00:00:00","0.61","2.00"
3245,"1994-01-09T00:00:00","0.70","3.00"
3245,"1994-01-09T00:00:00","0.79","4.00"
3245,"1994-01-09T00:00:00","0.83","5.00"
3245,"1994-01-09T00:00:00","0.88","6.00"
3245,"1994-01-09T00:00:00","0.94","7.00"
3245,"1994-01-09T00:00:00","0.99","8.00"
3245,"1994-01-09T00:00:00","1.07","9.00"
3245,"1994-01-09T00:00:00","1.13","10.00"
3245,"1994-01-09T00:00:00","1.15","11.00"
3245,"1994-01-09T00:00:00","1.19","12.00"
3245,"1994-01-09T00:00:00","1.22","13.00"
3245,"1994-01-09T00:00:00","1.28","14.00"
3245,"1994-01-09T00:00:00","1.33","15.00"
3245,"1994-01-09T00:00:00","1.39","16.00"
3245,"1994-01-09T00:00:00","1.42","17.00"
3245,"1994-01-09T00:00:00","1.49","18.00"
3245,"1994-01-09T00:00:00","1.52","19.00"
3245,"1994-01-09T00:00:00","1.59","20.00"
3245,"1994-01-09T00:00:00","1.68","22.00"
3245,"1994-01-09T00:00:00","1.70","24.00"
3245,"1994-01-09T00:00:00","1.77","26.00"
3245,"1994-01-09T00:00:00","1.85","28.00"
3245,"1994-01-09T00:00:00","1.89","30.00"
3245,"1994-01-09T00:00:00","1.92","32.00"
3245,"1994-01-09T00:00:00","1.97","34.00"
3245,"1994-01-09T00:00:00","1.99","36.00"
3245,"1994-01-09T00:00:00","2.07","38.00"
3245,"1994-01-09T00:00:00","2.26","40.00"
3245,"1994-01-09T00:00:00","2.39","42.00"
3245,"1994-01-09T00:00:00","2.63","44.00"
3245,"1994-01-09T00:00:00","2.71","46.00"
3245,"1994-01-10T00:00:00","0.23","1.00"
3245,"1994-01-10T00:00:00","0.24","2.00"
3245,"1994-01-10T00:00:00","0.27","3.00"
3245,"1994-01-10T00:00:00","0.32","4.00"
3245,"1994-01-10T00:00:00","0.38","5.00"
3245,"1994-01-10T00:00:00","0.42","6.00"
3245,"1994-01-10T00:00:00","0.46","7.00"
3245,"1994-01-10T00:00:00","0.52","8.00"
3245,"1994-01-10T00:00:00","0.58","9.00"
3245,"1994-01-10T00:00:00","0.68","10.00"
3245,"1994-01-10T00:00:00","0.68","11.00"
3245,"1994-01-10T00:00:00","0.72","12.00"
3245,"1994-01-10T00:00:00","0.84","13.00"
3245,"1994-01-10T00:00:00","0.94","14.00"
3245,"1994-01-10T00:00:00","0.98","15.00"
3245,"1994-01-10T00:00:00","1.08","16.00"
3245,"1994-01-10T00:00:00","1.16","17.00"
3245,"1994-01-10T00:00:00","1.25","18.00"
3245,"1994-01-10T00:00:00","1.32","19.00"
3245,"1994-01-10T00:00:00","1.41","20.00"
3245,"1994-01-10T00:00:00","1.47","22.00"
3245,"1994-01-10T00:00:00","1.52","24.00"
3245,"1994-01-10T00:00:00","1.63","26.00"
3245,"1994-01-10T00:00:00","1.70","28.00"
3245,"1994-01-10T00:00:00","1.76","30.00"
3245,"1994-01-10T00:00:00","1.84","32.00"
3245,"1994-01-10T00:00:00","1.92","34.00"
3245,"1994-01-10T00:00:00","1.94","36.00"
3245,"1994-01-10T00:00:00","2.13","38.00"
3245,"1994-01-10T00:00:00","2.20","40.00"
3245,"1994-01-10T00:00:00","2.38","42.00"
3245,"1994-01-10T00:00:00","2.76","44.00"
3245,"1994-01-10T00:00:00","2.83","46.00"
3249,"1994-01-10T00:00:00","0.15","0.00"
3249,"1994-01-10T00:00:00","0.37","1.00"
3249,"1994-01-10T00:00:00","0.54","2.00"
3249,"1994-01-10T00:00:00","0.64","3.00"
3249,"1994-01-10T00:00:00","0.72","4.00"
3249,"1994-01-10T00:00:00","0.80","5.00"
3249,"1994-01-10T00:00:00","0.92","6.00"
3249,"1994-01-10T00:00:00","1.02","7.00"
3249,"1994-01-10T00:00:00","1.14","8.00"
3249,"1994-01-10T00:00:00","1.26","9.00"
3249,"1994-01-10T00:00:00","1.36","10.00"
3249,"1994-01-10T00:00:00","1.41","11.00"
3249,"1994-01-10T00:00:00","1.46","12.00"
3249,"1994-01-10T00:00:00","1.50","13.00"
3249,"1994-01-10T00:00:00","1.53","14.00"
3249,"1994-01-10T00:00:00","1.56","15.00"
3249,"1994-01-10T00:00:00","1.57","16.00"
3249,"1994-01-10T00:00:00","1.58","17.00"
3249,"1994-01-10T00:00:00","1.58","18.00"
3249,"1994-01-10T00:00:00","1.58","19.00"
3249,"1994-01-10T00:00:00","1.60","20.00"
3249,"1994-01-10T00:00:00","1.64","22.00"
3249,"1994-01-10T00:00:00","1.65","24.00"
3249,"1994-01-10T00:00:00","1.65","26.00"
3249,"1994-01-10T00:00:00","1.66","28.00"
3249,"1994-01-10T00:00:00","1.64","30.00"
3249,"1994-01-10T00:00:00","1.65","32.00"
3249,"1994-01-10T00:00:00","1.67","34.00"
3249,"1994-01-10T00:00:00","1.68","36.00"
3249,"1994-01-10T00:00:00","1.68","38.00"
3249,"1994-01-10T00:00:00","1.71","40.00"
3249,"1994-01-10T00:00:00","1.73","42.00"
3249,"1994-01-10T00:00:00","1.75","44.00"
3249,"1994-01-10T00:00:00","1.79","46.00"
3249,"1994-01-10T00:00:00","1.86","48.00"
3249,"1994-01-10T00:00:00","2.03","50.00"
3252,"1994-01-10T00:00:00","0.40","0.00"
3252,"1994-01-10T00:00:00","0.53","1.00"
3252,"1994-01-10T00:00:00","0.62","2.00"
3252,"1994-01-10T00:00:00","0.71","3.00"
3252,"1994-01-10T00:00:00","0.82","4.00"
3252,"1994-01-10T00:00:00","0.95","5.00"
3252,"1994-01-10T00:00:00","1.07","6.00"
3252,"1994-01-10T00:00:00","1.34","7.00"
3252,"1994-01-10T00:00:00","1.55","8.00"
3252,"1994-01-10T00:00:00","1.83","9.00"
3252,"1994-01-10T00:00:00","2.11","10.00"
3252,"1994-01-10T00:00:00","2.45","11.00"
3252,"1994-01-10T00:00:00","2.71","12.00"
3252,"1994-01-10T00:00:00","2.80","13.00"
3252,"1994-01-10T00:00:00","2.86","14.00"
3252,"1994-01-10T00:00:00","2.93","15.00"
3252,"1994-01-10T00:00:00","2.99","16.00"
3252,"1994-01-10T00:00:00","3.04","17.00"
3252,"1994-01-10T00:00:00","3.09","18.00"
3252,"1994-01-10T00:00:00","3.14","19.00"
3252,"1994-01-10T00:00:00","3.21","20.00"
3252,"1994-01-10T00:00:00","3.26","22.00"
3252,"1994-01-10T00:00:00","3.30","24.00"
3252,"1994-01-10T00:00:00","3.32","26.00"
3252,"1994-01-10T00:00:00","3.32","28.00"
3252,"1994-01-10T00:00:00","3.29","30.00"
3253,"1994-01-10T00:00:00","0.06","0.00"
3253,"1994-01-10T00:00:00","0.62","1.00"
3253,"1994-01-10T00:00:00","1.32","2.00"
3253,"1994-01-10T00:00:00","1.84","3.00"
3253,"1994-01-10T00:00:00","2.12","4.00"
3253,"1994-01-10T00:00:00","2.33","5.00"
3253,"1994-01-10T00:00:00","2.44","6.00"
3253,"1994-01-10T00:00:00","2.65","7.00"
3253,"1994-01-10T00:00:00","2.79","8.00"
3253,"1994-01-10T00:00:00","3.06","9.00"
3253,"1994-01-10T00:00:00","3.41","10.00"
3253,"1994-01-10T00:00:00","3.43","11.00"
