"Paikka_Id","Aika","Arvo","Syvyys"
3247,"2009-05-10T00:00:00","6.60","0.00"
3247,"2009-05-10T00:00:00","6.60","1.00"
3247,"2009-05-10T00:00:00","6.60","2.00"
3247,"2009-05-10T00:00:00","6.60","3.00"
3247,"2009-05-10T00:00:00","6.60","4.00"
3247,"2009-05-10T00:00:00","5.80","5.00"
3247,"2009-05-10T00:00:00","5.80","6.00"
3247,"2009-05-10T00:00:00","5.50","7.00"
3247,"2009-05-10T00:00:00","4.20","8.00"
3247,"2009-05-10T00:00:00","4.20","9.00"
3247,"2009-05-10T00:00:00","4.20","10.00"
3247,"2009-05-10T00:00:00","4.20","11.00"
3247,"2009-05-10T00:00:00","4.00","12.00"
3247,"2009-05-10T00:00:00","4.00","13.00"
3247,"2009-05-10T00:00:00","4.00","14.00"
3247,"2009-05-10T00:00:00","4.00","15.00"
3247,"2009-05-10T00:00:00","3.80","16.00"
3247,"2009-05-10T00:00:00","3.80","17.00"
3247,"2009-05-10T00:00:00","3.80","18.00"
3247,"2009-05-10T00:00:00","3.80","19.00"
3247,"2009-05-10T00:00:00","3.80","20.00"
3247,"2009-05-10T00:00:00","3.80","22.00"
3247,"2009-05-10T00:00:00","3.80","24.00"
3247,"2009-05-10T00:00:00","3.80","26.00"
3247,"2009-05-10T00:00:00","3.80","28.00"
3247,"2009-05-10T00:00:00","3.80","30.00"
3247,"2009-05-10T00:00:00","3.80","32.00"
3247,"2009-05-10T00:00:00","3.80","34.00"
3247,"2009-05-10T00:00:00","3.80","36.00"
3247,"2009-05-10T00:00:00","3.80","38.00"
3247,"2009-05-10T00:00:00","3.80","40.00"
3247,"2009-05-10T00:00:00","3.80","42.00"
3247,"2009-05-10T00:00:00","3.80","44.00"
3247,"2009-05-10T00:00:00","3.60","46.00"
3247,"2009-05-10T00:00:00","3.60","48.00"
3247,"2009-05-10T00:00:00","3.60","55.00"
3247,"2009-05-10T00:00:00","3.60","60.00"
3247,"2009-05-10T00:00:00","3.60","65.00"
3248,"2009-05-10T00:00:00","7.20","0.00"
3248,"2009-05-10T00:00:00","7.20","1.00"
3248,"2009-05-10T00:00:00","7.20","2.00"
3248,"2009-05-10T00:00:00","6.20","3.00"
3248,"2009-05-10T00:00:00","6.20","4.00"
3248,"2009-05-10T00:00:00","6.20","5.00"
3248,"2009-05-10T00:00:00","6.20","6.00"
3248,"2009-05-10T00:00:00","5.50","7.00"
3248,"2009-05-10T00:00:00","5.50","8.00"
3248,"2009-05-10T00:00:00","5.50","9.00"
3248,"2009-05-10T00:00:00","5.20","10.00"
3248,"2009-05-10T00:00:00","5.20","11.00"
3248,"2009-05-10T00:00:00","5.20","12.00"
3248,"2009-05-10T00:00:00","4.90","13.00"
3248,"2009-05-10T00:00:00","4.90","14.00"
3248,"2009-05-10T00:00:00","4.90","15.00"
3248,"2009-05-10T00:00:00","4.90","16.00"
3248,"2009-05-10T00:00:00","4.90","17.00"
3248,"2009-05-10T00:00:00","4.90","18.00"
3248,"2009-05-10T00:00:00","4.60","19.00"
3248,"2009-05-10T00:00:00","4.60","20.00"
3248,"2009-05-10T00:00:00","4.60","22.00"
3248,"2009-05-10T00:00:00","4.60","24.00"
3248,"2009-05-10T00:00:00","4.60","26.00"
3248,"2009-05-10T00:00:00","4.60","28.00"
3248,"2009-05-10T00:00:00","4.20","30.00"
3248,"2009-05-10T00:00:00","4.20","32.00"
3248,"2009-05-10T00:00:00","4.20","34.00"
3248,"2009-05-10T00:00:00","4.20","36.00"
3248,"2009-05-10T00:00:00","4.10","38.00"
3249,"2009-05-10T00:00:00","4.70","0.00"
3249,"2009-05-10T00:00:00","4.70","1.00"
3249,"2009-05-10T00:00:00","4.60","2.00"
3249,"2009-05-10T00:00:00","4.60","3.00"
3249,"2009-05-10T00:00:00","4.60","4.00"
3249,"2009-05-10T00:00:00","4.60","5.00"
3249,"2009-05-10T00:00:00","4.60","6.00"
