"Paikka_Id","Aika","Arvo","Lippu_Id"
495,"2016-12-20T00:00:00",25,41
500,"2016-12-20T00:00:00",33,41
503,"2016-12-20T00:00:00",25,41
506,"2016-12-20T00:00:00",18,41
509,"2016-12-20T00:00:00",24,41
516,"2016-12-20T00:00:00",34,41
523,"2016-12-20T00:00:00",34,41
531,"2016-12-20T00:00:00",32,41
532,"2016-12-20T00:00:00",22,41
540,"2016-12-20T00:00:00",29,41
541,"2016-12-20T00:00:00",21,41
2584,"2016-12-20T00:00:00",22,41
2585,"2016-12-20T00:00:00",17,41
2586,"2016-12-20T00:00:00",20,41
2587,"2016-12-20T00:00:00",33,41
2647,"2016-12-20T00:00:00",24,41
3370,"2016-12-20T00:00:00",15,41
3371,"2016-12-20T00:00:00",15,41
3372,"2016-12-20T00:00:00",11,41
3373,"2016-12-20T00:00:00",16,41
401,"2016-12-20T00:00:00",8,112
402,"2016-12-20T00:00:00",2,112
405,"2016-12-20T00:00:00",7,112
412,"2016-12-20T00:00:00",2,112
413,"2016-12-20T00:00:00",6,112
421,"2016-12-20T00:00:00",4,112
432,"2016-12-20T00:00:00",0,112
436,"2016-12-20T00:00:00",7,112
437,"2016-12-20T00:00:00",2,112
444,"2016-12-20T00:00:00",10,112
450,"2016-12-20T00:00:00",0,112
457,"2016-12-20T00:00:00",3,112
458,"2016-12-20T00:00:00",1,112
469,"2016-12-20T00:00:00",0,112
470,"2016-12-20T00:00:00",0,112
474,"2016-12-20T00:00:00",0,112
487,"2016-12-20T00:00:00",0,112
491,"2016-12-20T00:00:00",0,112
493,"2016-12-20T00:00:00",7,112
495,"2016-12-20T00:00:00",6,112
503,"2016-12-20T00:00:00",13,112
506,"2016-12-20T00:00:00",5,112
509,"2016-12-20T00:00:00",0,112
516,"2016-12-20T00:00:00",10,112
531,"2016-12-20T00:00:00",14,112
532,"2016-12-20T00:00:00",0,112
540,"2016-12-20T00:00:00",0,112
541,"2016-12-20T00:00:00",0,112
2584,"2016-12-20T00:00:00",0,112
2585,"2016-12-20T00:00:00",3,112
2586,"2016-12-20T00:00:00",0,112
2647,"2016-12-20T00:00:00",0,112
401,"2016-12-20T00:00:00",16,113
402,"2016-12-20T00:00:00",15,113
405,"2016-12-20T00:00:00",13,113
412,"2016-12-20T00:00:00",8,113
413,"2016-12-20T00:00:00",12,113
421,"2016-12-20T00:00:00",13,113
432,"2016-12-20T00:00:00",19,113
436,"2016-12-20T00:00:00",13,113
437,"2016-12-20T00:00:00",21,113
444,"2016-12-20T00:00:00",18,113
450,"2016-12-20T00:00:00",13,113
457,"2016-12-20T00:00:00",16,113
458,"2016-12-20T00:00:00",12,113
469,"2016-12-20T00:00:00",20,113
470,"2016-12-20T00:00:00",25,113
474,"2016-12-20T00:00:00",22,113
487,"2016-12-20T00:00:00",20,113
491,"2016-12-20T00:00:00",24,113
493,"2016-12-20T00:00:00",19,113
495,"2016-12-20T00:00:00",19,113
500,"2016-12-20T00:00:00",20,113
503,"2016-12-20T00:00:00",12,113
506,"2016-12-20T00:00:00",14,113
509,"2016-12-20T00:00:00",24,113
516,"2016-12-20T00:00:00",19,113
531,"2016-12-20T00:00:00",18,113
532,"2016-12-20T00:00:00",22,113
540,"2016-12-20T00:00:00",29,113
541,"2016-12-20T00:00:00",21,113
2584,"2016-12-20T00:00:00",22,113
2585,"2016-12-20T00:00:00",14,113
2586,"2016-12-20T00:00:00",20,113
2587,"2016-12-20T00:00:00",31,113
2647,"2016-12-20T00:00:00",24,113
401,"2016-12-20T00:00:00",0,114
402,"2016-12-20T00:00:00",0,114
405,"2016-12-20T00:00:00",0,114
412,"2016-12-20T00:00:00",4,114
413,"2016-12-20T00:00:00",0,114
421,"2016-12-20T00:00:00",0,114
432,"2016-12-20T00:00:00",0,114
436,"2016-12-20T00:00:00",0,114
437,"2016-12-20T00:00:00",0,114
444,"2016-12-20T00:00:00",0,114
450,"2016-12-20T00:00:00",0,114
457,"2016-12-20T00:00:00",0,114
458,"2016-12-20T00:00:00",0,114
469,"2016-12-20T00:00:00",0,114
470,"2016-12-20T00:00:00",0,114
474,"2016-12-20T00:00:00",0,114
487,"2016-12-20T00:00:00",0,114
491,"2016-12-20T00:00:00",0,114
493,"2016-12-20T00:00:00",0,114
495,"2016-12-20T00:00:00",0,114
503,"2016-12-20T00:00:00",0,114
